"","G","Gene","MC","WTC","MD","WTD","Fisher.p","phi","OR1","OR2"
"451","GO",4345,22,97,0,0,1,NA,"NaN",NA
"452","GO",4346,22,96,0,1,1,-0.044,"0.000",Inf
"453","GO",4349,22,97,0,0,1,NA,"NaN",NA
"454","GO",4350,21,97,1,0,0.185,0.193,"Inf",0
"455","GO",4351,0,9,22,88,0.207,0.136,"Inf",0
"456","GO",4353,0,8,22,89,0.349,0.128,"Inf",0
"457","GO",4354,0,8,22,89,0.349,0.128,"Inf",0
"458","GO",4355,22,96,0,1,1,-0.044,"0.000",Inf
"459","GO",4356,22,97,0,0,1,NA,"NaN",NA
"460","GO",4357,22,97,0,0,1,NA,"NaN",NA
"461","GO",4358,22,95,0,2,1,-0.062,"0.000",Inf
"462","GO",4359,22,94,0,3,1,-0.077,"0.000",Inf
"463","GO",4360,22,97,0,0,1,NA,"NaN",NA
"464","GO",4362,22,96,0,1,1,-0.044,"0.000",Inf
"465","GO",4363,22,96,0,1,1,-0.044,"0.000",Inf
"466","GO",4364,0,5,22,92,0.583,0.1,"Inf",0
"467","GO",4365,22,96,0,1,1,-0.044,"0.000",Inf
"468","GO",4366,22,97,0,0,1,NA,"NaN",NA
"469","GO",4367,22,97,0,0,1,NA,"NaN",NA
"470","GO",4368,0,4,22,93,1,0.089,"Inf",0
"471","GO",4370,21,96,1,1,0.337,0.106,"4.570",0.219
"472","GO",4372,22,96,0,1,1,-0.044,"0.000",Inf
"473","GO",4373,22,75,0,22,0.0122,-0.227,"0.000",Inf
"474","GO",4375,22,97,0,0,1,NA,"NaN",NA
"475","GO",4385,22,97,0,0,1,NA,"NaN",NA
"476","GO",4386,22,97,0,0,1,NA,"NaN",NA
"477","GO",4396,22,96,0,1,1,-0.044,"0.000",Inf
"478","GO",4397,21,93,1,4,1,0.008,"1.110",0.903
"479","GO",4399,22,97,0,0,1,NA,"NaN",NA
"480","GO",4400,22,96,0,1,1,-0.044,"0.000",Inf
"481","GO",4401,22,96,0,1,1,-0.044,"0.000",Inf
"482","GO",4411,22,92,0,5,0.583,-0.1,"0.000",Inf
"483","GO",4412,22,97,0,0,1,NA,"NaN",NA
"484","GO",4413,22,96,0,1,1,-0.044,"0.000",Inf
"485","GO",4416,22,97,0,0,1,NA,"NaN",NA
"486","GO",4417,0,2,22,95,1,0.062,"Inf",0
"487","GO",4418,22,97,0,0,1,NA,"NaN",NA
"488","GO",4422,22,96,0,1,1,-0.044,"0.000",Inf
"489","GO",4424,22,96,0,1,1,-0.044,"0.000",Inf
"490","GO",4425,22,96,0,1,1,-0.044,"0.000",Inf
"491","GO",4427,0,5,22,92,0.583,0.1,"Inf",0
"492","GO",4451,22,71,0,26,0.00343,-0.252,"0.000",Inf
"493","GO",4455,22,96,0,1,1,-0.044,"0.000",Inf
"494","GO",4456,22,97,0,0,1,NA,"NaN",NA
"495","GO",4457,22,94,0,3,1,-0.077,"0.000",Inf
"496","GO",4458,0,3,22,94,1,0.077,"Inf",0
"497","GO",4462,22,96,0,1,1,-0.044,"0.000",Inf
"498","GO",4470,22,97,0,0,1,NA,"NaN",NA
"499","GO",4471,22,97,0,0,1,NA,"NaN",NA
"500","GO",4473,22,97,0,0,1,NA,"NaN",NA
"501","GO",4474,22,96,0,1,1,-0.044,"0.000",Inf
"502","GO",4475,0,5,22,92,0.583,0.1,"Inf",0
"503","GO",4477,22,97,0,0,1,NA,"NaN",NA
"504","GO",4478,22,97,0,0,1,NA,"NaN",NA
"505","GO",4479,21,96,1,1,0.337,0.106,"4.570",0.219
"506","GO",4486,22,97,0,0,1,NA,"NaN",NA
"507","GO",4488,22,97,0,0,1,NA,"NaN",NA
"508","GO",4489,22,86,0,11,0.213,-0.152,"0.000",Inf
"509","GO",4494,0,2,22,95,1,0.062,"Inf",0
"510","GO",4497,22,95,0,2,1,-0.062,"0.000",Inf
"511","GO",4505,22,95,0,2,1,-0.062,"0.000",Inf
"512","GO",4514,22,96,0,1,1,-0.044,"0.000",Inf
"513","GO",4515,22,97,0,0,1,NA,"NaN",NA
"514","GO",4516,0,2,22,95,1,0.062,"Inf",0
"515","GO",4518,22,97,0,0,1,NA,"NaN",NA
"516","GO",4519,22,97,0,0,1,NA,"NaN",NA
"517","GO",4520,22,97,0,0,1,NA,"NaN",NA
"518","GO",4521,22,97,0,0,1,NA,"NaN",NA
"519","GO",4523,22,97,0,0,1,NA,"NaN",NA
"520","GO",4525,22,97,0,0,1,NA,"NaN",NA
"521","GO",4526,21,96,1,1,0.337,0.106,"4.570",0.219
"522","GO",4527,22,97,0,0,1,NA,"NaN",NA
"523","GO",4529,22,97,0,0,1,NA,"NaN",NA
"524","GO",4532,22,97,0,0,1,NA,"NaN",NA
"525","GO",4534,22,97,0,0,1,NA,"NaN",NA
"526","GO",4536,22,97,0,0,1,NA,"NaN",NA
"527","GO",4540,22,97,0,0,1,NA,"NaN",NA
"528","GO",4549,21,96,1,1,0.337,0.106,"4.570",0.219
"529","GO",4550,22,96,0,1,1,-0.044,"0.000",Inf
"530","GO",4551,21,97,1,0,0.185,0.193,"Inf",0
"531","GO",4553,22,97,0,0,1,NA,"NaN",NA
"532","GO",4556,0,1,22,96,1,0.044,"Inf",0
"533","GO",4558,0,27,22,70,0.00343,0.258,"Inf",0
"534","GO",4563,22,96,0,1,1,-0.044,"0.000",Inf
"535","GO",4568,21,33,1,64,6.71e-08,-0.479,"0.0246",40.7
"536","GO",4585,22,96,0,1,1,-0.044,"0.000",Inf
"537","GO",4586,21,33,1,64,6.71e-08,-0.479,"0.0246",40.7
"538","GO",4588,21,97,1,0,0.185,0.193,"Inf",0
"539","GO",4590,22,97,0,0,1,NA,"NaN",NA
"540","GO",4591,22,96,0,1,1,-0.044,"0.000",Inf
"541","GO",4592,22,97,0,0,1,NA,"NaN",NA
"542","GO",4594,22,97,0,0,1,NA,"NaN",NA
"543","GO",4595,21,97,1,0,0.185,0.193,"Inf",0
"544","GO",4596,21,97,1,0,0.185,0.193,"Inf",0
"545","GO",4601,22,97,0,0,1,NA,"NaN",NA
"546","GO",4604,22,96,0,1,1,-0.044,"0.000",Inf
"547","GO",4605,21,97,1,0,0.185,0.193,"Inf",0
"548","GO",4609,21,97,1,0,0.185,0.193,"Inf",0
"549","GO",4611,22,96,0,1,1,-0.044,"0.000",Inf
"550","GO",4612,22,94,0,3,1,-0.077,"0.000",Inf
"551","GO",4614,22,97,0,0,1,NA,"NaN",NA
"552","GO",4615,22,96,0,1,1,-0.044,"0.000",Inf
"553","GO",4617,22,97,0,0,1,NA,"NaN",NA
"554","GO",4618,22,97,0,0,1,NA,"NaN",NA
"555","GO",4619,22,97,0,0,1,NA,"NaN",NA
"556","GO",4620,22,97,0,0,1,NA,"NaN",NA
"557","GO",4622,22,97,0,0,1,NA,"NaN",NA
"558","GO",4632,22,97,0,0,1,NA,"NaN",NA
"559","GO",4633,22,97,0,0,1,NA,"NaN",NA
"560","GO",4634,22,97,0,0,1,NA,"NaN",NA
"561","GO",4635,22,97,0,0,1,NA,"NaN",NA
"562","GO",4636,22,97,0,0,1,NA,"NaN",NA
"563","GO",4637,22,96,0,1,1,-0.044,"0.000",Inf
"564","GO",4638,22,82,0,15,0.0702,-0.181,"0.000",Inf
"565","GO",4639,22,95,0,2,1,-0.062,"0.000",Inf
"566","GO",4640,22,96,0,1,1,-0.044,"0.000",Inf
"567","GO",4641,22,97,0,0,1,NA,"NaN",NA
"568","GO",4642,22,97,0,0,1,NA,"NaN",NA
"569","GO",4643,22,97,0,0,1,NA,"NaN",NA
"570","GO",4644,22,97,0,0,1,NA,"NaN",NA
"571","GO",4645,22,97,0,0,1,NA,"NaN",NA
"572","GO",4647,22,97,0,0,1,NA,"NaN",NA
"573","GO",4648,22,97,0,0,1,NA,"NaN",NA
"574","GO",4652,21,97,1,0,0.185,0.193,"Inf",0
"575","GO",4654,22,97,0,0,1,NA,"NaN",NA
"576","GO",4655,22,45,0,52,5.52e-07,-0.42,"0.000",Inf
"577","GO",4659,22,97,0,0,1,NA,"NaN",NA
"578","GO",4664,22,96,0,1,1,-0.044,"0.000",Inf
"579","GO",4672,22,97,0,0,1,NA,"NaN",NA
"580","GO",4673,22,97,0,0,1,NA,"NaN",NA
"581","GO",4674,22,97,0,0,1,NA,"NaN",NA
"582","GO",4713,2,7,20,90,0.671,-0.028,"0.778",1.29
"583","GO",4719,22,97,0,0,1,NA,"NaN",NA
"584","GO",4721,22,97,0,0,1,NA,"NaN",NA
"585","GO",4722,0,0,22,97,1,NA,"NaN",NA
"586","GO",4725,2,5,20,92,0.612,-0.065,"0.543",1.84
"587","GO",4729,22,97,0,0,1,NA,"NaN",NA
"588","GO",4730,0,26,22,71,0.00343,0.252,"Inf",0
"589","GO",4731,22,97,0,0,1,NA,"NaN",NA
"590","GO",4733,22,96,0,1,1,-0.044,"0.000",Inf
"591","GO",4735,22,97,0,0,1,NA,"NaN",NA
"592","GO",4738,22,96,0,1,1,-0.044,"0.000",Inf
"593","GO",4742,22,80,0,17,0.0396,-0.194,"0.000",Inf
"594","GO",4743,22,97,0,0,1,NA,"NaN",NA
"595","GO",4746,22,96,0,1,1,-0.044,"0.000",Inf
"596","GO",4747,22,74,0,23,0.00682,-0.233,"0.000",Inf
"597","GO",4748,22,97,0,0,1,NA,"NaN",NA
"598","GO",4749,21,97,1,0,0.185,0.193,"Inf",0
"599","GO",4750,22,96,0,1,1,-0.044,"0.000",Inf
"600","GO",4751,22,97,0,0,1,NA,"NaN",NA
"601","GO",4756,22,92,0,5,0.583,-0.1,"0.000",Inf
"602","GO",4764,22,97,0,0,1,NA,"NaN",NA
"603","GO",4765,22,97,0,0,1,NA,"NaN",NA
"604","GO",4766,0,16,22,81,0.0405,0.188,"Inf",0
"605","GO",4774,22,97,0,0,1,NA,"NaN",NA
"606","GO",4775,22,97,0,0,1,NA,"NaN",NA
"607","GO",4779,22,66,0,31,0.000854,-0.283,"0.000",Inf
"608","GO",4781,22,66,0,31,0.000854,-0.283,"0.000",Inf
"609","GO",4783,22,97,0,0,1,NA,"NaN",NA
"610","GO",4784,22,96,0,1,1,-0.044,"0.000",Inf
"611","GO",4787,21,93,1,4,1,0.008,"1.110",0.903
"612","GO",4791,22,97,0,0,1,NA,"NaN",NA
"613","GO",4792,22,97,0,0,1,NA,"NaN",NA
"614","GO",4793,22,96,0,1,1,-0.044,"0.000",Inf
"615","GO",4794,22,96,0,1,1,-0.044,"0.000",Inf
"616","GO",4795,22,96,0,1,1,-0.044,"0.000",Inf
"617","GO",4797,22,97,0,0,1,NA,"NaN",NA
"618","GO",4798,22,96,0,1,1,-0.044,"0.000",Inf
"619","GO",4799,22,97,0,0,1,NA,"NaN",NA
"620","GO",4801,22,97,0,0,1,NA,"NaN",NA
"621","GO",4802,0,6,22,91,0.591,0.11,"Inf",0
"622","GO",4803,4,10,18,87,0.289,-0.095,"0.517",1.93
"623","GO",4805,0,1,22,96,1,0.044,"Inf",0
"624","GO",4806,0,19,22,78,0.0222,0.208,"Inf",0
"625","GO",4807,22,97,0,0,1,NA,"NaN",NA
"626","GO",4808,22,97,0,0,1,NA,"NaN",NA
"627","GO",4810,21,97,1,0,0.185,0.193,"Inf",0
"628","GO",4812,22,97,0,0,1,NA,"NaN",NA
"629","GO",4813,22,97,0,0,1,NA,"NaN",NA
"630","GO",4814,22,97,0,0,1,NA,"NaN",NA
"631","GO",4815,22,97,0,0,1,NA,"NaN",NA
"632","GO",4816,22,97,0,0,1,NA,"NaN",NA
"633","GO",4817,22,97,0,0,1,NA,"NaN",NA
"634","GO",4818,22,96,0,1,1,-0.044,"0.000",Inf
"635","GO",4819,22,97,0,0,1,NA,"NaN",NA
"636","GO",4820,22,96,0,1,1,-0.044,"0.000",Inf
"637","GO",4821,21,97,1,0,0.185,0.193,"Inf",0
"638","GO",4822,22,97,0,0,1,NA,"NaN",NA
"639","GO",4823,22,97,0,0,1,NA,"NaN",NA
"640","GO",4825,22,97,0,0,1,NA,"NaN",NA
"641","GO",4826,22,95,0,2,1,-0.062,"0.000",Inf
"642","GO",4827,22,96,0,1,1,-0.044,"0.000",Inf
"643","GO",4828,22,97,0,0,1,NA,"NaN",NA
"644","GO",4829,22,97,0,0,1,NA,"NaN",NA
"645","GO",4830,22,96,0,1,1,-0.044,"0.000",Inf
"646","GO",4831,22,97,0,0,1,NA,"NaN",NA
"647","GO",4832,22,97,0,0,1,NA,"NaN",NA
"648","GO",4833,0,17,22,80,0.0396,0.194,"Inf",0
"649","GO",4834,22,97,0,0,1,NA,"NaN",NA
"650","GO",4838,22,96,0,1,1,-0.044,"0.000",Inf
"651","GO",4842,0,3,22,94,1,0.077,"Inf",0
"652","GO",4844,21,97,1,0,0.185,0.193,"Inf",0
"653","GO",4845,22,96,0,1,1,-0.044,"0.000",Inf
"654","GO",4849,22,97,0,0,1,NA,"NaN",NA
"655","GO",4850,22,97,0,0,1,NA,"NaN",NA
"656","GO",4852,22,97,0,0,1,NA,"NaN",NA
"657","GO",4853,22,95,0,2,1,-0.062,"0.000",Inf
"658","GO",4854,0,7,22,90,0.346,0.119,"Inf",0
"659","GO",4856,0,9,22,88,0.207,0.136,"Inf",0
"660","GO",4857,22,97,0,0,1,NA,"NaN",NA
"661","GO",4866,22,91,0,6,0.591,-0.11,"0.000",Inf
"662","GO",4867,22,91,0,6,0.591,-0.11,"0.000",Inf
"663","GO",5048,22,94,0,3,1,-0.077,"0.000",Inf
"664","GO",5085,22,97,0,0,1,NA,"NaN",NA
"665","GO",5096,22,97,0,0,1,NA,"NaN",NA
"666","GO",5102,0,1,22,96,1,0.044,"Inf",0
"667","GO",5126,0,1,22,96,1,0.044,"Inf",0
"668","GO",5160,0,1,22,96,1,0.044,"Inf",0
"669","GO",5179,0,1,22,96,1,0.044,"Inf",0
"670","GO",5198,22,97,0,0,1,NA,"NaN",NA
"671","GO",5215,22,97,0,0,1,NA,"NaN",NA
"672","GO",5216,22,97,0,0,1,NA,"NaN",NA
"673","GO",5261,22,97,0,0,1,NA,"NaN",NA
"674","GO",5262,0,61,22,36,1.09e-08,0.488,"Inf",0
"675","GO",5267,22,97,0,0,1,NA,"NaN",NA
"676","GO",5275,0,28,22,69,0.00181,0.264,"Inf",0
"677","GO",5283,22,96,0,1,1,-0.044,"0.000",Inf
"678","GO",5294,22,91,0,6,0.591,-0.11,"0.000",Inf
"679","GO",5295,22,96,0,1,1,-0.044,"0.000",Inf
"680","GO",5300,22,97,0,0,1,NA,"NaN",NA
"681","GO",5302,0,6,22,91,0.591,0.11,"Inf",0
"682","GO",5304,0,1,22,96,1,0.044,"Inf",0
"683","GO",5310,22,96,0,1,1,-0.044,"0.000",Inf
"684","GO",5315,22,97,0,0,1,NA,"NaN",NA
"685","GO",5319,22,97,0,0,1,NA,"NaN",NA
"686","GO",5326,22,63,0,34,0.000395,-0.301,"0.000",Inf
"687","GO",5337,22,97,0,0,1,NA,"NaN",NA
"688","GO",5342,22,97,0,0,1,NA,"NaN",NA
"689","GO",5343,22,96,0,1,1,-0.044,"0.000",Inf
"690","GO",5345,0,13,22,84,0.123,0.167,"Inf",0
"691","GO",5350,22,94,0,3,1,-0.077,"0.000",Inf
"692","GO",5351,0,5,22,92,0.583,0.1,"Inf",0
"693","GO",5372,22,50,0,47,4.33e-06,-0.385,"0.000",Inf
"694","GO",5375,2,0,20,97,0.0329,-0.275,"0.000",Inf
"695","GO",5381,22,97,0,0,1,NA,"NaN",NA
"696","GO",5384,0,3,22,94,1,0.077,"Inf",0
"697","GO",5385,22,97,0,0,1,NA,"NaN",NA
"698","GO",5402,0,27,22,70,0.00343,0.258,"Inf",0
"699","GO",5416,22,96,0,1,1,-0.044,"0.000",Inf
"700","GO",5451,22,97,0,0,1,NA,"NaN",NA
"701","GO",5452,0,1,22,96,1,0.044,"Inf",0
"702","GO",5469,22,80,0,17,0.0396,-0.194,"0.000",Inf
"703","GO",5488,22,97,0,0,1,NA,"NaN",NA
"704","GO",5504,22,97,0,0,1,NA,"NaN",NA
"705","GO",5506,22,97,0,0,1,NA,"NaN",NA
"706","GO",5507,22,97,0,0,1,NA,"NaN",NA
"707","GO",5509,22,96,0,1,1,-0.044,"0.000",Inf
"708","GO",5515,22,97,0,0,1,NA,"NaN",NA
"709","GO",5524,22,97,0,0,1,NA,"NaN",NA
"710","GO",5525,22,97,0,0,1,NA,"NaN",NA
"711","GO",5527,22,97,0,0,1,NA,"NaN",NA
"712","GO",5528,22,97,0,0,1,NA,"NaN",NA
"713","GO",5534,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"714","GO",5539,21,97,1,0,0.185,0.193,"Inf",0
"715","GO",5542,22,97,0,0,1,NA,"NaN",NA
"716","GO",5543,22,97,0,0,1,NA,"NaN",NA
"717","GO",5545,0,1,22,96,1,0.044,"Inf",0
"718","GO",5575,22,97,0,0,1,NA,"NaN",NA
"719","GO",5576,22,97,0,0,1,NA,"NaN",NA
"720","GO",5615,8,14,14,83,0.0296,-0.219,"0.295",3.39
"721","GO",5618,22,97,0,0,1,NA,"NaN",NA
"722","GO",5622,22,97,0,0,1,NA,"NaN",NA
"723","GO",5623,22,97,0,0,1,NA,"NaN",NA
"724","GO",5628,0,2,22,95,1,0.062,"Inf",0
"725","GO",5634,22,97,0,0,1,NA,"NaN",NA
"726","GO",5654,1,1,21,96,0.337,-0.106,"0.219",4.57
"727","GO",5655,21,96,1,1,0.337,0.106,"4.570",0.219
"728","GO",5657,22,97,0,0,1,NA,"NaN",NA
"729","GO",5658,22,96,0,1,1,-0.044,"0.000",Inf
"730","GO",5694,22,97,0,0,1,NA,"NaN",NA
"731","GO",5730,21,96,1,1,0.337,0.106,"4.570",0.219
"732","GO",5737,22,97,0,0,1,NA,"NaN",NA
"733","GO",5739,1,3,21,94,0.564,-0.031,"0.670",1.49
"734","GO",5740,0,2,22,95,1,0.062,"Inf",0
"735","GO",5743,0,2,22,95,1,0.062,"Inf",0
"736","GO",5746,0,2,22,95,1,0.062,"Inf",0
"737","GO",5747,0,1,22,96,1,0.044,"Inf",0
"738","GO",5750,0,1,22,96,1,0.044,"Inf",0
"739","GO",5751,0,2,22,95,1,0.062,"Inf",0
"740","GO",5753,0,1,22,96,1,0.044,"Inf",0
"741","GO",5759,1,1,21,96,0.337,-0.106,"0.219",4.57
"742","GO",5761,0,1,22,96,1,0.044,"Inf",0
"743","GO",5762,0,1,22,96,1,0.044,"Inf",0
"744","GO",5768,1,1,21,96,0.337,-0.106,"0.219",4.57
"745","GO",5769,0,1,22,96,1,0.044,"Inf",0
"746","GO",5770,1,0,21,97,0.185,-0.193,"0.000",Inf
"747","GO",5773,0,1,22,96,1,0.044,"Inf",0
"748","GO",5794,1,1,21,96,0.337,-0.106,"0.219",4.57
"749","GO",5802,1,1,21,96,0.337,-0.106,"0.219",4.57
"750","GO",5829,22,97,0,0,1,NA,"NaN",NA
"751","GO",5840,22,97,0,0,1,NA,"NaN",NA
"752","GO",5844,22,94,0,3,1,-0.077,"0.000",Inf
"753","GO",5856,22,97,0,0,1,NA,"NaN",NA
"754","GO",5886,22,97,0,0,1,NA,"NaN",NA
"755","GO",5887,22,97,0,0,1,NA,"NaN",NA
"756","GO",5929,0,0,22,97,1,NA,"NaN",NA
"757","GO",5933,0,2,22,95,1,0.062,"Inf",0
"758","GO",5935,0,2,22,95,1,0.062,"Inf",0
"759","GO",5948,22,96,0,1,1,-0.044,"0.000",Inf
"760","GO",5950,22,97,0,0,1,NA,"NaN",NA
"761","GO",5951,22,97,0,0,1,NA,"NaN",NA
"762","GO",5960,22,97,0,0,1,NA,"NaN",NA
"763","GO",5971,22,97,0,0,1,NA,"NaN",NA
"764","GO",5975,22,97,0,0,1,NA,"NaN",NA
"765","GO",5976,22,97,0,0,1,NA,"NaN",NA
"766","GO",5977,22,97,0,0,1,NA,"NaN",NA
"767","GO",5978,22,97,0,0,1,NA,"NaN",NA
"768","GO",5979,22,94,0,3,1,-0.077,"0.000",Inf
"769","GO",5981,22,95,0,2,1,-0.062,"0.000",Inf
"770","GO",5984,22,96,0,1,1,-0.044,"0.000",Inf
"771","GO",5985,22,96,0,1,1,-0.044,"0.000",Inf
"772","GO",5986,22,96,0,1,1,-0.044,"0.000",Inf
"773","GO",5991,0,1,22,96,1,0.044,"Inf",0
"774","GO",5992,0,1,22,96,1,0.044,"Inf",0
"775","GO",5996,22,97,0,0,1,NA,"NaN",NA
"776","GO",5997,0,9,22,88,0.207,0.136,"Inf",0
"777","GO",5998,0,9,22,88,0.207,0.136,"Inf",0
"778","GO",6000,22,97,0,0,1,NA,"NaN",NA
"779","GO",6001,22,97,0,0,1,NA,"NaN",NA
"780","GO",6002,22,97,0,0,1,NA,"NaN",NA
"781","GO",6006,22,97,0,0,1,NA,"NaN",NA
"782","GO",6012,22,97,0,0,1,NA,"NaN",NA
"783","GO",6014,22,97,0,0,1,NA,"NaN",NA
"784","GO",6015,21,97,1,0,0.185,0.193,"Inf",0
"785","GO",6020,22,96,0,1,1,-0.044,"0.000",Inf
"786","GO",6022,22,97,0,0,1,NA,"NaN",NA
"787","GO",6023,22,97,0,0,1,NA,"NaN",NA
"788","GO",6024,22,97,0,0,1,NA,"NaN",NA
"789","GO",6026,22,97,0,0,1,NA,"NaN",NA
"790","GO",6027,22,97,0,0,1,NA,"NaN",NA
"791","GO",6029,1,0,21,97,0.185,-0.193,"0.000",Inf
"792","GO",6030,21,37,1,60,4.49e-07,-0.445,"0.0294",34.1
"793","GO",6031,0,2,22,95,1,0.062,"Inf",0
"794","GO",6032,21,35,1,62,2.71e-07,-0.462,"0.0269",37.2
"795","GO",6037,0,2,22,95,1,0.062,"Inf",0
"796","GO",6038,0,2,22,95,1,0.062,"Inf",0
"797","GO",6040,22,97,0,0,1,NA,"NaN",NA
"798","GO",6044,18,5,4,92,2.19e-13,-0.754,"0.0121",82.8
"799","GO",6046,0,2,22,95,1,0.062,"Inf",0
"800","GO",6047,22,97,0,0,1,NA,"NaN",NA
"801","GO",6048,22,97,0,0,1,NA,"NaN",NA
"802","GO",6050,0,5,22,92,0.583,0.1,"Inf",0
"803","GO",6051,0,5,22,92,0.583,0.1,"Inf",0
"804","GO",6053,0,5,22,92,0.583,0.1,"Inf",0
"805","GO",6054,0,5,22,92,0.583,0.1,"Inf",0
"806","GO",6063,0,3,22,94,1,0.077,"Inf",0
"807","GO",6064,0,1,22,96,1,0.044,"Inf",0
"808","GO",6066,22,97,0,0,1,NA,"NaN",NA
"809","GO",6067,22,97,0,0,1,NA,"NaN",NA
"810","GO",6071,22,97,0,0,1,NA,"NaN",NA
"811","GO",6072,22,97,0,0,1,NA,"NaN",NA
"812","GO",6073,22,97,0,0,1,NA,"NaN",NA
"813","GO",6081,22,97,0,0,1,NA,"NaN",NA
"814","GO",6082,22,97,0,0,1,NA,"NaN",NA
"815","GO",6083,22,97,0,0,1,NA,"NaN",NA
"816","GO",6084,22,97,0,0,1,NA,"NaN",NA
"817","GO",6085,22,97,0,0,1,NA,"NaN",NA
"818","GO",6086,22,97,0,0,1,NA,"NaN",NA
"819","GO",6089,22,97,0,0,1,NA,"NaN",NA
"820","GO",6090,22,97,0,0,1,NA,"NaN",NA
"821","GO",6091,22,97,0,0,1,NA,"NaN",NA
"822","GO",6094,22,97,0,0,1,NA,"NaN",NA
"823","GO",6096,22,97,0,0,1,NA,"NaN",NA
"824","GO",6097,22,97,0,0,1,NA,"NaN",NA
"825","GO",6098,22,97,0,0,1,NA,"NaN",NA
"826","GO",6099,22,97,0,0,1,NA,"NaN",NA
"827","GO",6101,22,97,0,0,1,NA,"NaN",NA
"828","GO",6103,22,97,0,0,1,NA,"NaN",NA
"829","GO",6105,22,97,0,0,1,NA,"NaN",NA
"830","GO",6106,0,47,22,50,4.33e-06,0.385,"Inf",0
"831","GO",6107,0,1,22,96,1,0.044,"Inf",0
"832","GO",6108,22,97,0,0,1,NA,"NaN",NA
"833","GO",6109,22,97,0,0,1,NA,"NaN",NA
"834","GO",6112,22,97,0,0,1,NA,"NaN",NA
"835","GO",6113,22,97,0,0,1,NA,"NaN",NA
"836","GO",6115,22,95,0,2,1,-0.062,"0.000",Inf
"837","GO",6116,0,1,22,96,1,0.044,"Inf",0
"838","GO",6119,22,97,0,0,1,NA,"NaN",NA
"839","GO",6120,22,97,0,0,1,NA,"NaN",NA
"840","GO",6123,0,2,22,95,1,0.062,"Inf",0
"841","GO",6124,22,95,0,2,1,-0.062,"0.000",Inf
"842","GO",6139,22,97,0,0,1,NA,"NaN",NA
"843","GO",6140,0,6,22,91,0.591,0.11,"Inf",0
"844","GO",6144,22,97,0,0,1,NA,"NaN",NA
"845","GO",6145,0,10,22,87,0.205,0.144,"Inf",0
"846","GO",6146,0,1,22,96,1,0.044,"Inf",0
"847","GO",6148,0,34,22,63,0.000395,0.301,"Inf",0
"848","GO",6149,0,34,22,63,0.000395,0.301,"Inf",0
"849","GO",6150,0,7,22,90,0.346,0.119,"Inf",0
"850","GO",6152,22,97,0,0,1,NA,"NaN",NA
"851","GO",6154,22,73,0,24,0.0065,-0.239,"0.000",Inf
"852","GO",6161,0,34,22,63,0.000395,0.301,"Inf",0
"853","GO",6163,22,97,0,0,1,NA,"NaN",NA
"854","GO",6164,22,97,0,0,1,NA,"NaN",NA
"855","GO",6165,22,97,0,0,1,NA,"NaN",NA
"856","GO",6166,22,97,0,0,1,NA,"NaN",NA
"857","GO",6167,22,94,0,3,1,-0.077,"0.000",Inf
"858","GO",6168,22,96,0,1,1,-0.044,"0.000",Inf
"859","GO",6171,22,94,0,3,1,-0.077,"0.000",Inf
"860","GO",6172,21,96,1,1,0.337,0.106,"4.570",0.219
"861","GO",6177,22,97,0,0,1,NA,"NaN",NA
"862","GO",6183,22,97,0,0,1,NA,"NaN",NA
"863","GO",6188,22,97,0,0,1,NA,"NaN",NA
"864","GO",6189,22,97,0,0,1,NA,"NaN",NA
"865","GO",6195,22,97,0,0,1,NA,"NaN",NA
"866","GO",6203,22,97,0,0,1,NA,"NaN",NA
"867","GO",6206,22,97,0,0,1,NA,"NaN",NA
"868","GO",6207,22,97,0,0,1,NA,"NaN",NA
"869","GO",6208,22,96,0,1,1,-0.044,"0.000",Inf
"870","GO",6209,0,18,22,79,0.0234,0.201,"Inf",0
"871","GO",6212,22,94,0,3,1,-0.077,"0.000",Inf
"872","GO",6213,22,97,0,0,1,NA,"NaN",NA
"873","GO",6216,22,96,0,1,1,-0.044,"0.000",Inf
"874","GO",6217,22,96,0,1,1,-0.044,"0.000",Inf
"875","GO",6218,22,97,0,0,1,NA,"NaN",NA
"876","GO",6220,22,97,0,0,1,NA,"NaN",NA
"877","GO",6221,22,97,0,0,1,NA,"NaN",NA
"878","GO",6222,22,97,0,0,1,NA,"NaN",NA
"879","GO",6226,22,96,0,1,1,-0.044,"0.000",Inf
"880","GO",6227,22,96,0,1,1,-0.044,"0.000",Inf
"881","GO",6231,22,36,0,61,1.09e-08,-0.488,"0.000",Inf
"882","GO",6233,22,96,0,1,1,-0.044,"0.000",Inf
"883","GO",6235,22,96,0,1,1,-0.044,"0.000",Inf
"884","GO",6241,22,97,0,0,1,NA,"NaN",NA
"885","GO",6244,22,97,0,0,1,NA,"NaN",NA
"886","GO",6253,22,66,0,31,0.000854,-0.283,"0.000",Inf
"887","GO",6259,22,97,0,0,1,NA,"NaN",NA
"888","GO",6260,22,97,0,0,1,NA,"NaN",NA
"889","GO",6261,22,97,0,0,1,NA,"NaN",NA
"890","GO",6265,22,97,0,0,1,NA,"NaN",NA
"891","GO",6266,22,97,0,0,1,NA,"NaN",NA
"892","GO",6268,22,97,0,0,1,NA,"NaN",NA
"893","GO",6269,22,96,0,1,1,-0.044,"0.000",Inf
"894","GO",6270,22,97,0,0,1,NA,"NaN",NA
